21,108,0,0,"{""text"":""<p>Hello</p><p class=\""focus\"">I'm a text that you can edit</p><p><br></p><p>Add images and texts until you're happy.</p><p>Then publish your new website!</p><p><br></p><p>Customize your design by hitting the sliders in the top right corner.</p>""}","2015-03-20T17:53:45.193Z"
22,225,2,3,"{""key"":""https://www.filepicker.io/api/file/31tVRGgqQwmXRGj8rBD8""}","2014-12-28T20:39:54.811Z"
23,271,0,0,"{""text"":""<p>Hello</p><p>I'm a text that you can edit</p><p><br></p><p>Add images and texts until you're happy.</p><p>Then publish your new website!</p><p><br></p><p>Customize your design by hitting the sliders in the top right corner.</p>""}","2014-10-07T09:07:26.677Z"
24,159,2,19,"{""key"":""4feab526-a08d-4ebe-8cc6-9eee5bc756bb.png""}","2014-10-08T08:28:20.284Z"
25,277,0,0,"{""text"":""<p>Hello</p><p>I'm a text that you can edit</p><p><br></p><p>Add images and texts until you're happy.</p><p>Then publish your new website!</p><p><br></p><p>Customize your design by hitting the sliders in the top right corner.</p>""}","2014-10-10T20:51:31.967Z"
26,50,2,41,"{""key"":""https://www.filepicker.io/api/file/MiilQ2gdQN6NWQzJOigN""}","2014-11-04T17:42:11.359Z"
27,240,1,5,"{""text"":""<p style=\""text-align: center;\"">The Brief</p>""}","2014-12-04T12:16:56.928Z"
28,82,0,1,"{""text"":""<h1><div class=\""photo photo-0\""><a href=\""http://www.dn.se/nyheter/sverige/just-nu-partiernas-mejl-och-intranat-hackade/\"" class=\""block lp_puff1_link1 \""><img src=\""http://d2.dn-static.se/UploadedImages/2014/9/12/ea77c05e-fb65-4acf-87f7-609ecd81a7fb/original.jpg\"" alt=\""valaffisch_500270\""/></a><div class=\""image-text-holder\""><span class=\""author\""><em>Foto:TT</em></span><span class=\""text\""></span></div></div></h1><h2 class=\""adv-teaser-heading h2 heading-no-style\""><a href=\""http://www.dn.se/nyheter/sverige/just-nu-partiernas-mejl-och-intranat-hackade/\"" target=\""_self\"" class=\""lp_puff1_link1 adv-teaser-link StandardLarge bi3dArtId-1163932 bi3dArtType-def bi3dHText\"" title=\""Hackerattack mot riksdagspartierna\""></a></h2><h1><div class=\""b-ateaser__row item_width-100\""></div><div class=\""b-ateaser__row item_width-100 bi3dSubPos\""><p class=\""adv-teaser-p\""><a href=\""http://www.dn.se/nyheter/sverige/just-nu-partiernas-mejl-och-intranat-hackade/\"" target=\""_self\"" class=\""lp_puff1_link1 link-default adv-teaser-link link-Standard teaser-link bi3dArtId-1163932 bi3dArtType-def\"" title=\""&#8221;D&#246;dshackare&#8221; gjorde dataintr&#229;ng.\""><i class=\""teaser-link-icon\"">&#160;</i></a>&#160;Riksdagens s&#228;kerhetschef bekr&#228;ftar.</p></div></h1>""}","2014-09-12T07:37:37.529Z"
29,7,2,8,"{""key"":""https://www.filepicker.io/api/file/DvrlnGvmR0iUNjheN7e0""}","2014-11-02T22:50:34.126Z"
30,181,1,17,"{""text"":""<p><br></p><p><br></p><p>Reactions from the public:</p>""}","2014-11-03T09:56:57.687Z"
31,364,0,4,"{""text"":""<p><a href=\""http://www.magcloud.com/browse/issue/631574\"">Buy the first issue</a></p>""}","2014-10-24T15:03:11.861Z"
32,26,1,2,"{""text"":""<p style=\""text-align: center;\"">Jellyfish Umbrella</p>""}","2014-12-14T21:05:09.713Z"
33,314,2,0,"{""key"":""https://www.filepicker.io/api/file/5SPDAZWLQhOQwewK60pI""}","2015-03-13T08:58:31.848Z"
34,30,0,4,"{""text"":""""}","2014-10-24T19:34:42.382Z"
35,303,2,9,"{""key"":""https://www.filepicker.io/api/file/LKxKQIkMTriPelDwMC2K""}","2014-12-30T02:21:36.058Z"
36,320,1,4,"{""text"":""<p style=\""text-align: center;\"">_________________________</p>""}","2015-03-20T16:43:46.827Z"
37,353,1,9,"{""text"":""<p><br></p>""}","2014-10-09T07:42:00.197Z"
38,285,2,1,"{""key"":""gifz270820.gif""}","2014-10-16T10:38:03.786Z"
39,126,0,0,"{""text"":""Hello \nI'm a text that you can edit \n\n Add images and texts until you're happy. \n Then publish your new website! \n\n Customize your design by hitting the sliders in the top right corner.""}","2014-09-23T20:02:33.372Z"
40,185,0,37,"{""text"":""<p style=\""text-align: center;\""><span style=\""font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; font-weight: inherit; line-height: inherit; letter-spacing: -0.3px; background-color: initial;\"">Media picked it up:</span><br></p>""}","2015-03-02T11:03:24.665Z"
41,140,0,11,"{""text"":""<p align=\""center\""><b>AGRADECIMIENTOS</b></p><p align=\""left\""><br></p><p align=\""left\"">TEOK Madrid quería agradecer especialmente a Vera Sacchetti, Juan Palencia y Marta Colón, la iniciativa tan interesante y el apoyo facilitado para poder continuar la aventura TEOK en Madrid.</p><p align=\""left\""><br></p><p align=\""left\"">También queríamos agradecer su simpatía y generosidad a la hora de compartir sus conocimientos a: Mauro Bravo, Cibrán Sierra, Daniel Fernández Pascual, Alon Schwabe, María Santoyo, Carmen Fuentes Guaza, Elena Almagro, Pedro Colón, David Sucunza, Patricia Estevan, Gloria Lorenzana, Suraia Abud, Teresa Perez, Brezo Alcoceba.<br></p>""}","2014-11-25T20:32:59.038Z"
42,17,2,4,"{""key"":""https://www.filepicker.io/api/file/9xgrXjt2Q8eITXvUbFb8""}","2015-01-02T23:10:45.817Z"
43,130,2,3,"{""key"":""https://www.filepicker.io/api/file/3DaYy21rRmizVvOqURWa""}","2014-12-14T20:52:32.842Z"
44,194,0,0,"{""text"":""<p>Hello</p><p>I'm a text that you can edit</p><p><br></p><p>Add images and texts until you're happy.</p><p>Then publish your new website!</p><p><br></p><p>Customize your design by hitting the sliders in the top right corner.</p>""}","2014-10-10T16:24:39.478Z"
45,112,1,1,"{""text"":""<p>Seventy Agency</p>""}","2014-11-13T08:26:34.222Z"
46,1,2,2,"{""key"":""twink958416.jpg""}","2014-09-26T15:49:33.055Z"
47,292,2,2,"{""key"":""djupvik224146.jpg""}","2014-10-29T09:44:25.701Z"
48,9,2,2,"{""key"":""https://www.filepicker.io/api/file/jhB4BHTjTiiNRVOHvpsK""}","2014-11-03T13:47:42.261Z"
49,190,2,2,"{""key"":""https://www.filepicker.io/api/file/bz4rpOR2WyVgsCABJKgx""}","2015-03-10T15:21:26.083Z"
50,17,2,2,"{""key"":""https://www.filepicker.io/api/file/bIXwzSsQE6GR6tO7E4Qk""}","2015-01-02T23:10:45.765Z"
51,67,0,0,"{""text"":""Hello \nI'm a text that you can edit \n\n Add images and texts until you're happy. \n Then publish your new website! \n\n Customize your design by hitting the sliders in the top right corner.""}","2014-09-23T23:15:43.299Z"
52,185,2,23,"{""key"":""https://www.filepicker.io/api/file/vRLq5OeTwWAKzRijFgXq""}","2015-03-24T10:42:39.135Z"
53,250,0,1,"{""text"":""<p>More testing.</p>""}","2014-10-24T13:54:13.566Z"
54,334,0,0,"{""text"":""<p>Este es un sitio web de prueba.&nbsp;</p>""}","2014-12-30T20:17:24.197Z"
55,272,2,3,"{""key"":""https://www.filepicker.io/api/file/0AqLcleTWGgi8ySJTfQ5""}","2014-11-03T21:28:14.378Z"
56,59,0,18,"{""text"":""<p>© Stephanie Jarrett 2014</p>""}","2014-12-15T22:37:12.517Z"
57,66,2,4,"{""key"":""https://www.filepicker.io/api/file/YyCuUab9Qa2FQEMlTibG""}","2014-11-18T14:48:12.658Z"
58,268,2,3,"{""key"":""https://www.filepicker.io/api/file/pZfXJVqMTAufr7nFHWUD""}","2015-01-04T21:56:59.343Z"
59,88,2,8,"{""key"":""26ee68e1-09ff-4f96-9f3c-2edfc76a4b26.jpg""}","2014-10-04T22:18:35.237Z"
60,140,2,0,"{""key"":""https://www.filepicker.io/api/file/VNrgqKleStqPCvfMdgrl""}","2015-01-25T18:51:07.328Z"
61,273,1,19,"{""text"":""<p>Neat booking</p>""}","2014-12-02T14:41:43.622Z"
62,45,2,12,"{""key"":""https://www.filepicker.io/api/file/pfUsbM7KSjCf98h0x4yy""}","2014-11-21T09:51:43.207Z"
63,266,2,4,"{""key"":""https://www.filepicker.io/api/file/xa3KkaeBQTypUlp4orGr""}","2014-12-03T15:25:33.456Z"
64,352,2,1,"{""key"":""asdfhasidjfnasdkfaisf112395.png""}","2014-10-08T18:26:23.596Z"
65,185,2,58,"{""key"":""https://www.filepicker.io/api/file/J81IL6nwSwubEx1nTvPN""}","2015-03-23T12:04:52.504Z"
66,273,2,14,"{""key"":""https://www.filepicker.io/api/file/kfKeL8SgaSeJ6mJAlf9g""}","2014-12-02T14:38:00.367Z"
67,335,2,2,"{""key"":""https://www.filepicker.io/api/file/UGrgwqbdSLCrDia1agvt""}","2014-12-31T09:29:34.542Z"
68,143,0,0,"{""text"":""<div align=\""center\"">dus international<br></div>""}","2014-11-08T00:40:11.298Z"
69,248,0,0,"{""text"":""Hello \nI'm a text that you can edit \n\n Add images and texts until you're happy. \n Then publish your new website! \n\n Customize your design by hitting the sliders in the top right corner.""}","2014-10-01T14:29:12.048Z"
70,44,2,3,"{""key"":""9f7cb57a-c56b-40eb-837b-87601628dc6f.png""}","2014-10-15T22:20:27.677Z"
71,17,2,5,"{""key"":""https://www.filepicker.io/api/file/eNP8fZ3gSuK2Nvaz3ZlT""}","2015-01-02T23:10:45.813Z"
72,303,2,8,"{""key"":""https://www.filepicker.io/api/file/Fi1HaMywTaC0GEvfM4oG""}","2014-12-30T02:20:32.882Z"
73,193,1,0,"{""text"":""<p>Öppet brev till Sveriges politiker </p>""}","2015-02-12T15:30:45.877Z"
74,359,1,3,"{""text"":""""}","2014-10-25T18:02:27.617Z"
75,159,2,18,"{""key"":""760146b6-c433-4240-b83a-94d7588e4c53.png""}","2014-10-08T08:27:51.653Z"
76,209,0,82,"{""text"":""<p style=\""text-align: center;\""><br></p><p style=\""text-align: center;\""><br></p><p style=\""text-align: center;\""><br></p><p style=\""text-align: center;\""><a href=\""http://se.linkedin.com/in/oscargardo\"">Contact</a></p>""}","2015-02-24T09:13:16.401Z"
77,190,2,18,"{""key"":""https://www.filepicker.io/api/file/c0dzNDIqQmm64WCNqpij""}","2015-03-19T18:21:46.851Z"
78,222,2,6,"{""key"":""malingabriella966042.jpg""}","2014-10-24T14:04:06.675Z"
79,159,2,23,"{""key"":""69a3a509-2c92-4697-90a4-c6e15b215c67.JPG""}","2014-10-08T08:35:57.904Z"
80,35,1,1,"{""text"":""<p>T O &nbsp;E X I S T &nbsp;I S &nbsp;N O T &nbsp;T O &nbsp;B E</p>""}","2014-12-15T11:57:36.256Z"
81,222,2,30,"{""key"":""f808bc32-e90f-4f72-882c-28fa5a8e7782.JPG""}","2014-10-24T15:20:58.798Z"
82,363,2,3,"{""key"":""b9bc75ae-2e76-4249-ae73-1826e8bd5f9b.JPG""}","2014-10-12T18:14:20.703Z"
83,200,0,4,"{""text"":""<p>How can WWF increase loyalty and the amount of donations by creating new fundraising solutions that engage people in the stories of endangered wildlife?</p>""}","2014-12-07T19:09:31.849Z"
84,222,2,24,"{""key"":""https://www.filepicker.io/api/file/um0OCdWURhmxE4sR9Tbv""}","2014-11-03T18:45:02.761Z"
85,15,1,0,"{""text"":""<p style=\""text-align: center;\""><i>FHAB</i></p>""}","2015-03-17T01:24:29.667Z"
86,363,2,8,"{""key"":""b6a3d5ae-1d06-4068-b1ab-435421e03178.JPG""}","2014-10-25T09:43:29.605Z"
87,70,0,15,"{""text"":""<p><b>TEOK #5</b></p><p>INTERNET &amp; BRAMANTE</p><p>15.07.2014 claragraben Basel</p><p>#5.1 - <a href=\""https://drive.google.com/file/d/0B-tDwevrHDL5bkZuODFnbzZ4VXc/view?usp=sharing\"">Internet junk</a></p><p>Juan Palencia</p><p>Is there any beauty down there?</p><p>#5.2 - <a href=\""https://drive.google.com/file/d/0B-tDwevrHDL5TDc2SUNya0pqeTBVNG1qcU9kaVJ1MHhsZVJZ/view?usp=sharing\"">Views on the Bramante Tour</a></p><p>Benjamin Krüger</p><p>Last June, a bus full of architects, researchers and curious souls travelled throughout the north of Italy in search of Bramante. But what were they looking for? And what did they find?</p>""}","2014-11-28T18:12:10.260Z"
88,44,1,0,"{""text"":""<p>Welcome to: SWICKMAN UNIVERSE</p>""}","2014-10-15T22:19:23.789Z"
89,367,0,0,"{""text"":""Hello \nI'm a text that you can edit \n\n Add images and texts until you're happy. \n Then publish your new website! \n\n Customize your design by hitting the sliders in the top right corner.""}","2014-09-23T14:51:42.278Z"
90,207,0,0,"{""text"":""<p>/////basel nights /////</p>""}","2015-02-17T09:11:23.549Z"
91,190,0,45,"{""text"":""<p><br></p><p><br></p>""}","2015-03-19T19:12:37.729Z"
92,273,2,5,"{""key"":""https://www.filepicker.io/api/file/anX4zwivRFKR8tMXEX9r""}","2014-11-28T12:48:19.844Z"
93,222,2,7,"{""key"":""https://www.filepicker.io/api/file/HKORU4pRb2Z1kP9hOVVw""}","2015-01-18T16:57:02.762Z"
94,50,2,43,"{""key"":""https://www.filepicker.io/api/file/JeecOLRsQl2G82AwQhPg""}","2014-11-04T17:42:28.649Z"
95,111,1,0,"{""text"":""Stj&#228;rnjournalisten talar ut!""}","2014-09-25T14:34:26.976Z"
96,209,2,63,"{""key"":""https://www.filepicker.io/api/file/zUTbNUNGRj2zWAzI6ZJY""}","2015-02-24T09:04:05.375Z"
97,154,1,2,"{""text"":""asfasdf""}","2014-09-26T12:35:25.167Z"
98,209,3,57,"{""key"":""cc6G3CZPvi4?modestbranding=1&amp;showinfo=0&amp;showsearch=0&amp;rel=0""}","2015-02-24T09:00:40.404Z"
99,31,0,0,"{""text"":""<p>The Edge of Knowledge (TEOK) es un ciclo de charlas informales donde temas poco comunes son presentados en el living de una casa. Las charlas son de corta duración y se combinan con vídeos y aperitivos. Los temas son variados; desde la cocina al cosmos, memes en internet o cualquier obsesión personal de los expositores invitados. </p><p><br></p><p>Siguiendo la iniciativa ya puesta en marcha en Basilea, y seguida luego en Madrid, continúa el evento TEOK Chile. Este ciclo fue concebido en Basilea (Suiza) a principios del 2014, por Juan Palencia, Marta Colón y Vera Sacchetti. Persigue ofrecer una mirada alternativa a la producción cultural contemporánea y abrir una ventana a todas las personas inquietas con la que compartimos ciudad. </p><p><br></p><p>Estamos orgullosos de organizar y promover estos ciclos, así que si estás en Santiago de Chile o pasas por aquí, te invitamos a que te unas a alguna de nuestras sesiones! </p><p><br></p><p>TEOK Chile es organizado por Tadea Ipiña, Alis Argüelles y Nicolás Miranda.</p><p><br></p><p>CONTACTO / FACEBOOK / MAILING / BASEL / MADRID</p>""}","2015-03-25T20:12:46.877Z"
100,273,0,24,"{""text"":""<p><a href=\""http://www.themostnorthernplace.com/radio\"">http://www.themostnorthernplace.com/radio</a></p>""}","2014-12-02T15:06:36.254Z"
101,266,2,31,"{""key"":""https://www.filepicker.io/api/file/UjDJT4TSQqJDGkRoJBBO""}","2014-12-03T16:20:06.288Z"
102,70,0,16,"{""text"":""<p><b>TEOK #4</b></p><p>VOCAL RANGE &amp; ALÉSIA</p><p>01.07.2014 hammerstrasse Basel</p><p>#4.1 - Complete Voice Technique</p><p>Jasmin Albash</p><p>Singing is not difficult - everybody can sing. Hear about the Complete Voice Technique and develop what kind of sounds your voice is able to do in a healthy way. You’re free to try. The Complete Vocal Technique is a singing method developed by Danish singer, vocal coach and vocal researcher Cathrine Sadolin. Since the 1980s she has been researching all the sounds the human voice is able to produce, coming up with a new terminology and visual representation.</p><p>#4.2 - <a href=\""https://drive.google.com/file/d/0B-tDwevrHDL5eVNDMVM5SGJhTERQMzkycTBKd2ZsZURwMnFn/view?usp=sharing\"">Alésia: The Jurassienne Hypothesis</a></p><p>Sylvain Baumann &amp; Cristina Génova</p><p>The battle of Alésia in 52 BC determines the end of the Celtic world and the beginning of Roman rule, but the real location of this battle was never determined… In 1840, Napoleon III placed Alésia in Alise-Sainte-Reine, Burgundy, but in 1962 the site of Chaux-des-Crotenay, in Jura, was discovered to correspond to Caesar’s original description of Alésia. Following years of confusion and complication, we trace the many locations, and questions, surrounding the site of Alésia.</p>""}","2014-11-28T18:12:14.219Z"
103,107,0,1,"{""text"":""H&#228;r kan du f&#246;lja den svenska valvakan<br/>""}","2014-09-14T19:32:33.246Z"
104,185,2,67,"{""key"":""https://www.filepicker.io/api/file/41ln5jOOTl2jivSMrCuY""}","2015-03-23T15:05:21.989Z"
105,171,2,4,"{""key"":""https://www.filepicker.io/api/file/xUWj9lfQTxa2BVRHqIMU""}","2014-11-13T09:37:07.628Z"
106,243,1,0,"{""text"":""Girly man website""}","2014-09-12T20:04:09.096Z"
107,322,0,2,"{""text"":""<p>asdasd</p>""}","2014-10-07T09:15:33.129Z"
108,353,0,4,"{""text"":""<p><br></p>""}","2014-10-08T22:24:43.285Z"
109,231,2,1,"{""key"":""bjkbjklbjlkblk345155.png""}","2014-09-26T11:35:43.297Z"
110,19,2,2,"{""key"":""asddddaaa986065.jpg""}","2014-10-23T12:19:24.642Z"
111,252,2,4,"{""key"":""https://www.filepicker.io/api/file/oBCekQupQoKBEVe6vABf""}","2015-02-12T12:54:09.283Z"
112,185,0,25,"{""text"":""<p style=\""text-align: center;\"">The new ö<a href=\""http://ppenfiber.se\"" target=\""_blank\"">ppenfiber.se</a>:</p>""}","2015-03-23T09:10:34.576Z"
113,326,2,3,"{""key"":""aaaaaaaaaaaaaa616379.png""}","2014-10-15T19:14:34.306Z"
114,324,0,1,"{""text"":""jhkhggjhgkjh""}","2014-09-26T11:04:47.160Z"
115,273,1,7,"{""text"":""<p>Bauhaus museum<br></p>""}","2014-11-28T12:54:59.092Z"
116,246,2,4,"{""key"":""https://www.filepicker.io/api/file/O5n58c2gT5WXqKMgeWmQ""}","2015-02-17T08:42:00.603Z"
117,88,2,7,"{""key"":""c47e64ac-0d58-451b-bd8c-093f06df7b8f.jpg""}","2014-10-04T22:18:14.171Z"
118,353,1,2,"{""text"":""<p><br></p>""}","2014-10-08T22:51:44.058Z"
119,145,0,0,"{""text"":""<p><b><i>This is a test page, yet again</i></b></p><p><b><i><br></i></b></p><p><b><i>: ) &nbsp;&lt;3</i></b></p>""}","2014-10-10T13:38:03.617Z"
120,66,2,6,"{""key"":""https://www.filepicker.io/api/file/SipgDRmCRT6WMDA55CAh""}","2014-11-18T14:48:12.665Z"
121,165,0,1,"{""text"":""<p>Tröja ja</p>""}","2014-11-27T09:59:12.268Z"
122,296,2,1,"{""key"":""test5515968.jpg""}","2014-10-10T14:18:06.749Z"
123,204,2,2,"{""key"":""https://www.filepicker.io/api/file/W51MikfhSZ2WFlTFUIYZ""}","2014-11-06T14:04:48.971Z"
124,62,1,1,"{""text"":""<p>WWF</p>""}","2014-12-03T14:02:08.265Z"
125,132,1,0,"{""text"":""<p>Ok!</p><p><br></p>""}","2014-10-10T19:12:19.144Z"
126,273,0,12,"{""text"":""<a href=\""https://artsy.net/\"">https://artsy.net/</a>""}","2014-11-28T14:05:09.259Z"
127,144,0,0,"{""text"":""asdfaHello &#10;I'm a text that you can edit &#10;&#10; Add images and texts until you're happy. &#10; Then publish your new website! &#10;&#10; Customize your design by hitting the sliders in the top right corner.asdfa""}","2014-10-04T17:19:48.418Z"
128,331,0,0,"{""text"":""<p><i><b>Hello</b></i></p><p><i><b>I'm a text that you can edit</b></i></p><p><i><b><br></b></i></p><p><i><b>Add images and texts until you're happy.</b></i></p><p><i><b>Then publish your new website!</b></i></p><p><i><b><br></b></i></p><p><i><b>Customize your design by hitting the sliders in the top right corner.</b></i></p>""}","2014-10-12T18:29:37.171Z"
129,9,2,6,"{""key"":""https://www.filepicker.io/api/file/in6eOXRKSoqBo8UshXdT""}","2014-11-03T13:50:20.353Z"
130,209,0,12,"{""text"":""<p><br></p><p><br></p><p>MTG MEDIA</p><p> </p><p>Visual identity inspired by the relations between different kinds of media and the completion of them overlapping.</p>""}","2015-02-24T08:40:19.123Z"
131,185,2,16,"{""key"":""https://www.filepicker.io/api/file/wDH8BJz3TQKqxpT5HY1i""}","2015-03-02T17:19:51.737Z"
132,328,1,0,"{""text"":""<p>All Is Full Of Love</p>""}","2014-10-24T12:53:39.980Z"
133,181,1,3,"{""text"":""<p><br></p><p><br></p><p>Something I thought of before taking the assignment…</p>""}","2014-11-03T09:47:55.720Z"
134,209,2,21,"{""key"":""https://www.filepicker.io/api/file/D5NPP3wQSccCoIR0lLWg""}","2015-02-24T08:45:26.747Z"
135,209,2,80,"{""key"":""https://www.filepicker.io/api/file/lsk70aFdSiCN9NtuitUu""}","2015-02-24T09:09:55.225Z"
136,190,2,12,"{""key"":""https://www.filepicker.io/api/file/yH7v8j33Qg25W7t90nsB""}","2015-03-19T13:24:04.838Z"
137,50,2,12,"{""key"":""https://www.filepicker.io/api/file/lX7cVNW7REuOSbuqSgfy""}","2014-11-04T17:38:04.559Z"
138,181,0,27,"{""text"":""<p><a href=\""https://soundcloud.com/tor/planktron-national-anthem-of-sweden\"">Welcome by!</a></p><p><br></p><p><br></p>""}","2014-11-03T10:00:39.434Z"
139,279,0,0,"{""text"":""Hello \nI'm a text that you can edit \n\n Add images and texts until you're happy. \n Then publish your new website! \n\n Customize your design by hitting the sliders in the top right corner.""}","2014-09-14T00:10:55.323Z"
140,88,0,2,"{""text"":""Hello \nI'm a text that you can edit \n\n Add images <b>and texts</b> until you're happy. \n Then publish your <i><u><b>new websi</b></u></i>te! \n\n Customize your design by hitting the sliders in the top right corner.""}","2014-10-04T22:12:29.059Z"
141,327,0,4,"{""text"":""<p style=\""text-align: center;\"">If you have any questions, here are some of the ways of contacting me:</p><p style=\""text-align: center;\""><br></p><p style=\""text-align: center;\"">E-mail</p><p style=\""text-align: center;\""><a href=\""mailto:alexanderhadley95@gmail.com\"" target=\""_blank\"">alexanderhadley95@gmail.com</a></p><p style=\""text-align: center;\""><br></p><p style=\""text-align: center;\"">LinkedIn:</p><p style=\""text-align: center;\""><a href=\""http://se.linkedin.com/pub/alexander-hadley/a0/214/b7b/\"">Alexander Hadley</a></p><p style=\""text-align: center;\""><br></p><p style=\""text-align: center;\"">Twitter</p><p style=\""text-align: center;\""><a href=\""https://twitter.com/alexhadley\"" target=\""_blank\"">@alexhadley</a></p><p style=\""text-align: center;\""><br></p><p style=\""text-align: center;\"">Phone number:</p><p style=\""text-align: center;\"">+46700442475</p>""}","2014-12-04T11:15:38.663Z"
